ID_Nac;Hor;Hmor;Mor_Pp;Mor_suf;Mor_ sec;Lim_sup;Lim_inf;CO;pH_H2O;PH;CE_dS/m
CSp-NV_D2-87-0011;3;Bw1;B;w;1;60;105;0;0;0;0
CSp-NV_D2-87-0011;4;Bw2;B;w;1;105;160;0;0;0;0
CSp-NV_D2-87-0017;1;Ap;A;p;1;0;10;7,68;6,79;0,0679;0,07
CSp-NV_D2-87-0017;2;A;A;;1;10;55;3,457;6,99;0,0699;0,05
CSp-NV_D2-87-0017;3;AB;A;b;1;55;70;0;0;0;0
CSp-NV_D2-87-0017;4;2Bw1;B;w;2;70;110;0;0;0;0
CSp-NV_D2-87-0017;5;R;R;;1;110;0;0;0;0;0
CSp-NV_D2-87-0018;1;Ap;A;p;1;0;25;5,829;6,47;0,0647;0,04
CSp-NV_D2-87-0018;2;Bw1;B;w;1;25;95;2,088;6,59;0,0659;0,03
CSp-NV_D2-87-0018;3;Bw2;B;w;1;95;150;0;0;0;0
CSp-NV_D2-87-0019;1;Ap;A;p;1;0;15;4,217;6,27;0,0627;0,06
CSp-NV_D2-87-0019;2;A;A;;1;15;55;2,923;6,3;0,063;0,03
CSp-NV_D2-87-0019;3;2Bw1;B;w;2;55;110;0;0;0;0
CSp-NV_D2-87-0019;4;Cr;C;r;1;110;170;0;0;0;0
CSp-NV_D2-87-0020;1;Ap;A;p;1;0;15;2,604;6,88;0,0688;0,09
CSp-NV_D2-87-0020;2;A;A;;1;15;45;1,874;6,77;0,0677;0,07
CSp-NV_D2-87-0020;3;Cr;C;r;1;45;140;0;0;0;0
CSp-NV_D2-87-0021;1;Ap;A;p;1;0;15;3,358;6,69;0,0669;0,05
CSp-NV_D2-87-0021;2;A;A;;1;15;90;4,501;6,52;0,0652;0,05
CSp-NV_D2-87-0021;3;C;C;;1;90;150;0;0;0;0
CSp-NV_D2-87-0022;1;Ap;A;p;1;0;30;2,831;6,41;0,0641;0,06
CSp-NV_D2-87-0022;2;Bw1;B;w;1;30;55;0;0;0;0
CSp-NV_D2-87-0022;3;Bw2;B;w;1;55;140;0;0;0;0
CSp-NV_D2-87-0023;1;Ap;A;p;1;0;10;0,818;7,7;0,077;0,11
CSp-NV_D2-87-0023;2;Bw1;B;w;1;10;40;0,331;7,66;0,0766;0,09
CSp-NV_D2-87-0023;3;Bw2;B;w;1;40;65;0,023;7,64;0,0764;0,08
CSp-NV_D2-87-0023;4;BC;B;C;1;65;120;0;0;0;0
CSp-NV_D2-87-0024;1;Ap;A;p;1;0;20;0,661;7,39;0,0739;0,07
CSp-NV_D2-87-0024;2;C1;C;;1;20;90;0,226;7,33;0,0733;0,06
CSp-NV_D2-87-0024;3;C2;C;;1;90;120;0;0;0;0
CSp-NV_D2-87-0025;1;Ap;A;p;1;0;30;1,148;6,74;0,0674;0,06
CSp-NV_D2-87-0025;2;Bw;B;w;1;30;80;0,597;6,95;0,0695;0,05
CSp-NV_D2-87-0025;3;C;C;;1;80;150;0;0;0;0
CSp-NV_D2-87-0026;1;A;A;;1;0;15;1,282;6,99;0,0699;0,09
CSp-NV_D2-87-0026;2;C1;C;;1;15;95;0,464;6,94;0,0694;0,05
CSp-NV_D2-87-0026;3;C2;C;;1;95;150;0;0;0;0
CSp-NV_D2-87-0030;1;Ap;A;p;1;0;10;2,987;6,05;0,0605;0,03
CSp-NV_D2-87-0030;2;A;A;;1;10;50;1,879;6,14;0,0614;0,03
CSp-NV_D2-87-0030;3;Bw1;B;w;1;50;90;0;0;0;0
CSp-NV_D2-87-0030;4;Bw2;B;w;1;90;160;0;0;0;0
CSp-NV_D2-88-0001;1;Ap;A;p;1;0;25;4,617;6,73;0,0673;0,03
CSp-NV_D2-88-0001;2;Bw1;B;w;1;25;50;1,618;6,64;0,0664;0,02
CSp-NV_D2-88-0001;3;Bw2;B;w;1;50;85;0;0;0;0
CSp-NV_D2-88-0001;4;2Bw3;B;w;2;85;140;0;0;0;0
CSp-NV_D2-88-0001;5;C;C;;1;140;155;0;0;0;0
CSp-NV_D2-88-0002;1;Ap;A;p;1;0;20;7,79;6,69;0,0669;0,03
CSp-NV_D2-88-0002;2;A;A;;1;20;45;5,052;6,56;0,0656;0,01
CSp-NV_D2-88-0002;3;Bw1;B;w;1;45;105;1,578;6,74;0,0674;0,02
CSp-NV_D2-88-0002;4;Bw2;B;w;1;105;125;0;0;0;0
CSp-NV_D2-88-0002;5;C;C;;1;125;150;0;0;0;0
CSp-NV_D2-88-0003;1;Ap;A;p;1;0;35;10,481;6,42;0,0642;0,12
CSp-NV_D2-88-0003;2;Bw1;B;w;1;35;90;2,541;6,86;0,0686;0,04
CSp-NV_D2-88-0003;3;2Bw2;B;w;2;90;140;0;0;0;0
CSp-NV_D2-88-0003;4;2Bw3;B;w;2;140;180;0;0;0;0
CSp-NV_D2-88-0006;1;Ap;A;p;1;0;35;6,131;6,49;0,0649;0,08
CSp-NV_D2-88-0006;2;A;A;;1;35;75;4,449;6,48;0,0648;0,04
CSp-NV_D2-88-0006;3;Bw;B;w;1;75;110;0;0;0;0
CSp-NV_D2-88-0006;4;C;C;;1;110;150;0;0;0;0
CSp-NV_D2-88-0007;1;Ap;A;p;1;0;45;1,624;6,85;0,0685;0,04
CSp-NV_D2-88-0007;2;Bw1;B;w;1;45;95;0,406;6,89;0,0689;0,04
CSp-NV_D2-88-0007;3;Bw2;B;w;1;95;115;0;0;0;0
CSp-NV_D2-88-0007;4;BC;B;C;1;115;125;0;0;0;0
CSp-NV_D2-88-0008;1;Ap;A;p;1;0;20;3,991;6,37;0,0637;0,05
CSp-NV_D2-88-0008;2;2Bw1;B;w;2;20;60;0,429;6,58;0,0658;0,03
CSp-NV_D2-88-0008;3;2Bw2;B;w;2;60;105;0;0;0;0
CSp-NV_D2-88-0008;4;2Bw3;B;w;2;105;150;0;0;0;0
CSp-NV_D2-88-0009;1;Ap;A;p;1;0;35;3,184;6,32;0,0632;0,03
CSp-NV_D2-88-0009;2;A1;A;;1;35;70;2,251;6,53;0,0653;0,02
CSp-NV_D2-88-0009;3;A2;A;;1;70;100;0;0;0;0
CSp-NV_D2-88-0009;4;Bw;B;w;1;100;125;0;0;0;0
CSp-NV_D2-88-0009;5;Cr;C;r;1;125;150;0;0;0;0
CSp-NV_D2-88-0010;1;Ap;A;p;1;0;45;4,594;6,34;0,0634;0,06
CSp-NV_D2-88-0010;2;BA;B;A;1;45;80;3,695;6,84;0,0684;0,03
CSp-NV_D2-88-0010;3;Bw1;B;w;1;80;120;0;0;0;0
CSp-NV_D2-88-0010;4;Bw2;B;w;1;120;160;0;0;0;0
CSp-NV_D2-88-0011;1;Ap;A;p;1;0;25;6,903;6,4;0,064;0,05
CSp-NV_D2-88-0011;2;Bw1;B;w;1;25;50;2,111;6,59;0,0659;0,02
CSp-NV_D2-88-0011;3;Bw2;B;w;1;50;150;0,597;6,49;0,0649;0,02
CSp-NV_D2-88-0012;1;Ap;A;p;1;0;30;7,082;6,2;0,062;0,05
CSp-NV_D2-88-0012;2;A;A;;1;30;55;4,629;6,33;0,0633;0,02
CSp-NV_D2-88-0012;3;Bw1;B;w;1;55;95;0;0;0;0
CSp-NV_D2-88-0012;4;Bw2;B;w;1;95;130;0;0;0;0
CSp-NV_D2-88-0012;5;Bw3;B;w;1;130;160;0;0;0;0
CSp-NV_D2-88-0013;1;Ap;A;p;1;0;30;7,297;6,26;0,0626;0,04
CSp-NV_D2-88-0013;2;Bw1;B;w;1;30;50;3,689;6,64;0,0664;0,02
CSp-NV_D2-88-0013;3;Bw2;B;w;1;50;85;0;0;0;0
CSp-NV_D2-88-0013;4;BC;B;C;1;85;120;0;0;0;0
CSp-NV_D2-88-0013;5;Cr;C;r;1;120;150;0;0;0;0
CSp-NV_D2-88-0014;1;Ap;A;p;1;0;23;6,584;6,44;0,0644;0,04
CSp-NV_D2-88-0014;2;Bw;B;w;1;23;60;2,657;6,4;0,064;0,02
CSp-NV_D2-88-0014;3;Bt1;B;t;1;60;115;1,758;6,55;0,0655;0,02
CSp-NV_D2-88-0014;4;Bt2;B;t;1;115;150;0;0;0;0
CSp-NV_D2-88-0015;1;Ap;A;p;1;0;28;6,798;6,15;0,0615;0,04
CSp-NV_D2-88-0015;2;A1;A;;1;28;55;5,325;6,34;0,0634;0,03
CSp-NV_D2-88-0015;3;A2;A;;1;55;115;0;0;0;0
CSp-NV_D2-88-0015;4;Bw1;B;w;1;115;145;0;0;0;0
CSp-NV_D2-88-0015;5;Bw2;B;w;1;145;150;0;0;0;0
CSp-NV_D2-88-0016;1;Ap;A;p;1;0;35;6,578;6,27;0,0627;0,05
CSp-NV_D2-88-0016;2;Bw1;B;w;1;35;85;2,1;6,79;0,0679;0,02
CSp-NV_D2-88-0016;3;Bw2;B;w;1;85;140;0;0;0;0
CSp-NV_D2-88-0016;4;BC;B;C;1;140;160;0;0;0;0
CSp-NV_D2-88-0022;1;Ap;A;p;1;0;40;6,485;6,58;0,0658;0,04
CSp-NV_D2-88-0022;2;Bw;B;w;1;40;100;0,557;6,45;0,0645;0,03
CSp-NV_D2-88-0022;3;Cr;C;r;1;100;150;0;0;0;0
CSp-NV_D2-88-0023;1;Ap;A;p;1;0;15;9,298;6,73;0,0673;0,06
CSp-NV_D2-88-0023;2;Bw1;B;w;1;15;50;1,125;6,57;0,0657;0,03
CSp-NV_D2-88-0023;3;Bw2;B;w;1;50;105;0;0;0;0
CSp-NV_D2-88-0023;4;BC;B;C;1;105;150;0;0;0;0
CSp-NV_D2-88-0024;1;Ap;A;p;1;0;50;8,956;6,71;0,0671;0,07
CSp-NV_D2-88-0024;2;A;A;;1;50;80;7,773;6,77;0,0677;0,06
CSp-NV_D2-88-0024;3;Bw1;B;w;1;80;100;0;0;0;0
CSp-NV_D2-88-0024;4;Bw2;B;w;1;100;140;0;0;0;0
CSp-NV_D2-88-0024;5;Bw3;B;w;1;140;175;0;0;0;0
CSp-NV_D2-88-0025;1;Oi;O;i;1;0;5;0;0;0;0
CSp-NV_D2-88-0025;2;A1;A;;1;5;30;6,729;6,65;0,0665;0,07
CSp-NV_D2-88-0025;3;A2;A;;1;30;70;4,722;6,65;0,0665;0,04
CSp-NV_D2-88-0025;4;Cr;C;r;1;70;100;0;0;0;0
CSp-NV_D2-88-0026;1;Ap;A;p;1;0;15;7,396;6,67;0,0667;0,05
CSp-NV_D2-88-0026;2;Bw1;B;w;1;15;40;2,14;6,58;0,0658;0,02
CSp-NV_D2-88-0026;3;Bw2;B;w;1;40;100;1,009;6,46;0,0646;0,02
CSp-NV_D2-88-0026;4;BC;B;C;1;100;150;0;0;0;0
CSp-NV_D2-88-0027;1;Ap;A;p;1;0;18;0,423;7;0,07;0,05
CSp-NV_D2-88-0027;2;Cr;C;r;1;18;160;0;0;0;0
CSp-NV_D2-88-0028;1;Ap;A;p;1;0;25;2,106;6,53;0,0653;0,04
CSp-NV_D2-88-0028;2;Bw;B;w;1;25;70;0,864;7,15;0,0715;0,03
CSp-NV_D2-88-0028;3;BC;B;C;1;70;110;0;0;0;0
CSp-NV_D2-88-0028;4;Cr;C;r;1;110;150;0;0;0;0
CSp-NV_D2-88-0029;1;Ap;A;p;1;0;25;1,021;6,56;0,0656;0,03
CSp-NV_D2-88-0029;2;Bw;B;w;1;25;50;0,354;6,67;0,0667;0,03
CSp-NV_D2-88-0029;3;BC;B;C;1;50;75;0;0;0;0
CSp-NV_D2-88-0029;4;C;C;;1;75;150;0;0;0;0
CSp-NV_D2-88-0030;1;Ap;A;p;1;0;25;1,705;6,74;0,0674;0,05
CSp-NV_D2-88-0030;2;Bw1;B;w;1;25;50;0,516;6,73;0,0673;0,05
CSp-NV_D2-88-0030;3;Bw2;B;w;1;50;80;0,331;6,77;0,0677;0,04
CSp-NV_D2-88-0030;4;C;C;;1;80;110;0;0;0;0
CSp-NV_D2-88-0031;1;Ap;A;p;1;0;20;1,038;6,36;0,0636;0,06
CSp-NV_D2-88-0031;2;Bt1;B;t;1;20;50;0,696;6,52;0,0652;0,03
CSp-NV_D2-88-0031;3;Bt2;B;t;1;50;130;0,51;6,82;0,0682;0,04
CSp-NV_D2-88-0031;4;Bt3;B;t;1;130;130;0;0;0;0
CSp-NV_D2-88-0032;1;Ap;A;p;1;0;45;0,916;6,78;0,0678;0,04
CSp-NV_D2-88-0032;2;Bt1;B;t;1;45;90;0,139;6,92;0,0692;0,04
CSp-NV_D2-88-0032;3;Bt2;B;t;1;90;130;0,07;7,14;0,0714;0,05
CSp-NV_D2-88-0032;4;BC;B;C;1;130;160;0;0;0;0
CSp-NV_D2-88-0036;1;A;A;;1;0;40;4,861;6,39;0,0639;0,04
CSp-NV_D2-88-0036;2;Bw1;B;w;1;40;65;3,683;6,27;0,0627;0,03
CSp-NV_D2-88-0036;3;Bw2;B;w;1;65;100;0;0;0;0
CSp-NV_D2-88-0036;4;C;C;;1;100;155;0;0;0;0
CSp-NV_D2-89-0001;1;Ap;A;p;1;0;15;3,445;6,1;0,061;0,12
CSp-NV_D2-89-0001;2;Bw;B;w;1;15;70;0,957;6,34;0,0634;0,02
CSp-NV_D2-89-0001;3;Cr;C;r;1;70;140;0;0;0;0
CSp-NV_D2-89-0002;1;Ap;A;p;1;0;25;2,558;6,2;0,062;0,03
CSp-NV_D2-89-0002;2;Bw;B;w;1;25;70;0,58;6,24;0,0624;0,01
CSp-NV_D2-89-0002;3;Cr;C;r;1;70;95;0;0;0;0
CSp-NV_D2-89-0004;1;Ap;A;p;1;0;20;2,935;6,06;0,0606;0,05
CSp-NV_D2-89-0004;2;A;A;;1;20;45;2,448;6,41;0,0641;0,03
CSp-NV_D2-89-0004;3;2C;C;;2;45;103;0;0;0;0
CSp-NV_D2-89-0005;1;Ap;A;p;1;0;40;4,269;6,25;0,0625;0,05
CSp-NV_D2-89-0005;2;A;A;;1;40;60;3,086;6,39;0,0639;0,02
CSp-NV_D2-89-0005;3;Ab;A;b;1;60;85;0;0;0;0
CSp-NV_D2-89-0005;4;2Bw;B;w;2;85;125;0;0;0;0
CSp-NV_D2-89-0006;1;Ap;A;p;1;0;30;1,839;6,42;0,0642;0,06
CSp-NV_D2-89-0006;2;A;A;;1;30;45;1,717;6,6;0,066;0,04
CSp-NV_D2-89-0006;3;Bw;B;w;1;45;60;0,818;6,67;0,0667;0,03
CSp-NV_D2-89-0006;4;Cr;C;r;1;60;127;0;0;0;0
CSp-NV_D2-89-0007;1;Ap;A;p;1;0;40;3,202;6,46;0,0646;0,02
CSp-NV_D2-89-0007;2;Bw1;B;w;1;40;85;1,636;6,84;0,0684;0,04
CSp-NV_D2-89-0007;3;Bw2;B;w;1;85;100;0;0;0;0
CSp-NV_D2-89-0008;1;Ap;A;p;1;0;40;2,442;6,66;0,0666;0,12
CSp-NV_D2-89-0008;2;Bw;B;w;1;40;80;1,119;6,52;0,0652;0,04
CSp-NV_D2-89-0008;3;C;C;;1;80;90;0;0;0;0
CSp-NV_D2-89-0009;1;Ap;A;p;1;0;22;2,773;6,33;0,0633;0,04
CSp-NV_D2-89-0009;2;Bw1;B;w;1;22;70;0,522;6,48;0,0648;0,02
CSp-NV_D2-89-0009;3;Bw2;B;w;1;70;130;0;0;0;0
CSp-NV_D2-89-0009;4;Bw3;B;w;1;130;157;0;0;0;0
CSp-NV_D2-89-0010;1;Ap;A;p;1;0;25;1,937;6,66;0,0666;0,04
CSp-NV_D2-89-0010;2;A;A;;1;25;55;1,508;6,8;0,068;0,02
CSp-NV_D2-89-0010;3;Bw;B;w;1;55;80;0;0;0;0
CSp-NV_D2-89-0010;4;C;C;;1;80;110;0;0;0;0
CSp-NV_D2-89-0011;1;Ap;A;p;1;0;30;4,919;6,41;0,0641;0,06
CSp-NV_D2-89-0011;2;A1;A;;1;30;60;2,767;6,41;0,0641;0,02
CSp-NV_D2-89-0011;3;A2;A;;1;60;95;0;0;0;0
CSp-NV_D2-89-0011;4;Ab;A;b;1;95;115;0;0;0;0
CSp-NV_D2-89-0011;5;2Bw;B;w;2;115;145;0;0;0;0
CSp-NV_D2-89-0014;1;Ap;A;p;1;0;20;4,646;6,36;0,0636;0,08
CSp-NV_D2-89-0014;2;Bw1;B;w;1;20;55;0,481;7,97;0,0797;0,07
CSp-NV_D2-89-0014;3;Bw2;B;w;1;55;95;0;0;0;0
CSp-NV_D2-89-0014;4;Bw3;B;w;1;95;145;0;0;0;0
CSp-NV_D2-89-0014;5;Bw4;B;w;1;145;155;0;0;0;0
CSp-NV_D2-89-0015;1;Ap;A;p;1;0;30;5,041;6,71;0,0671;0,08
CSp-NV_D2-89-0015;2;A1;A;;1;30;60;4,977;6,69;0,0669;0,05
CSp-NV_D2-89-0015;3;A2;A;;1;60;100;0;0;0;0
CSp-NV_D2-89-0015;4;A3;A;;1;100;145;0;0;0;0
CSp-NV_D2-89-0015;5;Bw;B;w;1;145;159;0;0;0;0
CSp-NV_D2-89-0016;1;Ap;A;p;1;0;20;3,521;6,6;0,066;0,04
CSp-NV_D2-89-0016;2;A;A;;1;20;45;4,194;6,89;0,0689;0,04
CSp-NV_D2-89-0016;3;Bw1;B;w;1;45;90;0;0;0;0
CSp-NV_D2-89-0016;4;Bw2;B;w;1;90;155;0;0;0;0
CSp-NV_D2-89-0017;1;Ap;A;p;1;0;30;6,943;6,81;0,0681;0,17
CSp-NV_D2-89-0017;2;A1;A;;1;30;60;4,751;6,66;0,0666;0,14
CSp-NV_D2-89-0017;3;A2;A;;1;60;95;0;0;0;0
CSp-NV_D2-89-0017;4;A3;A;;1;95;153;0;0;0;0
CSp-NV_D2-89-0018;1;Ap;A;p;1;0;35;1,804;6,98;0,0698;0,05
CSp-NV_D2-89-0018;2;A;A;;1;35;90;1,589;7,14;0,0714;0,07
CSp-NV_D2-89-0018;3;Bw;B;w;1;90;150;0;0;0;0
CSp-NV_D2-89-0019;1;Ap;A;p;1;0;40;3,039;6,82;0,0682;0,07
CSp-NV_D2-89-0019;2;A1;A;;1;40;70;2,297;7,12;0,0712;0,07
CSp-NV_D2-89-0019;3;A2;A;;1;70;110;0;0;0;0
CSp-NV_D2-89-0019;4;Bw;B;w;1;110;130;0;0;0;0
CSp-NV_D2-89-0019;5;Ab;A;b;1;130;162;0;0;0;0
CSp-NV_D2-89-0024;1;Ap;A;p;1;0;30;6,833;6,59;0,0659;0,08
CSp-NV_D2-89-0024;2;A;A;;1;30;65;3,063;6,7;0,067;0,03
CSp-NV_D2-89-0024;3;C;C;;1;65;110;0;0;0;0
CSp-NV_D2-89-0025;1;Ap;A;p;1;0;30;2,123;6,92;0,0692;0,08
CSp-NV_D2-89-0025;2;A;A;;1;30;70;1,241;6,44;0,0644;0,04
CSp-NV_D2-89-0025;3;Bw;B;w;1;70;130;0;0;0;0
CSp-NV_D2-89-0025;4;C;C;;1;130;150;0;0;0;0
CSp-NV_D2-89-0026;1;Ap;A;p;1;0;30;3,376;6,34;0,0634;0,03
CSp-NV_D2-89-0026;2;A;A;;1;30;60;3,933;6,39;0,0639;0,03
CSp-NV_D2-89-0026;3;Bw;B;w;1;60;110;0;0;0;0
CSp-NV_D2-89-0026;4;Bc;B;C;1;110;160;0;0;0;0
CSp-NV_D2-89-0027;1;A;A;;1;0;25;2,5;6,98;0,0698;0,13
CSp-NV_D2-89-0027;2;Bw1;B;w;1;25;55;0,371;6,81;0,0681;0,04
CSp-NV_D2-89-0027;3;Bw2;B;w;1;55;110;0;0;0;0
CSp-NV_D2-89-0027;4;C;C;;1;110;150;0;0;0;0
CSp-NV_D2-89-0028;1;A;A;;1;0;25;4,484;6,15;0,0615;0,05
CSp-NV_D2-89-0028;2;Bw1;B;w;1;25;75;1,108;6,08;0,0608;0,02
CSp-NV_D2-89-0028;3;Bw2;B;w;1;75;105;0;0;0;0
CSp-NV_D2-89-0028;4;Ab;A;b;1;105;145;0;0;0;0
CSp-NV_D2-89-0028;5;2Bw3;B;w;2;145;160;0;0;0;0
CSp-NV_D2-90-0001;1;Ap;A;p;1;0;20;4,519;6,58;0,0658;0,05
CSp-NV_D2-90-0001;2;A;A;;1;20;45;4,901;6,57;0,0657;0,04
CSp-NV_D2-90-0001;3;Bw1;B;w;1;45;70;1,526;6,31;0,0631;0,01
CSp-NV_D2-90-0001;4;2Bw2;B;w;2;70;90;0;0;0;0
CSp-NV_D2-90-0001;5;2C;C;;2;90;150;0;0;0;0
CSp-NV_D2-90-0002;1;Ap;A;p;1;0;20;3,353;6,24;0,0624;0,03
CSp-NV_D2-90-0002;2;Bw1;B;w;1;20;50;0,824;6,08;0,0608;0,01
CSp-NV_D2-90-0002;3;Bw2;B;w;1;50;80;0,331;6,07;0,0607;0,01
CSp-NV_D2-90-0002;4;Bw3;B;w;1;80;110;0;0;0;0
CSp-NV_D2-90-0002;5;Cr;C;r;1;110;130;0;0;0;0
CSp-NV_D2-90-0003;1;Ap;A;p;1;0;25;7,906;6,28;0,0628;0,17
CSp-NV_D2-90-0003;2;A;A;;1;25;80;4,258;6,21;0,0621;0,03
CSp-NV_D2-90-0003;3;2Bw;B;w;2;80;135;0;0;0;0
CSp-NV_D2-90-0004;1;Ap;A;p;1;0;15;8,422;6,23;0,0623;0,09
CSp-NV_D2-90-0004;2;A;A;;1;15;65;4,704;7,09;0,0709;0,03
CSp-NV_D2-90-0004;3;2Bw1;B;w;2;65;100;0;0;0;0
CSp-NV_D2-90-0004;4;2Bw2;B;w;2;100;150;0;0;0;0
CSp-NV_D2-90-0004;5;Cr;C;r;1;150;170;0;0;0;0
CSp-NV_D2-90-0005;1;Ap;A;p;1;0;20;6,323;6,67;0,0667;0,06
CSp-NV_D2-90-0005;2;A1;A;;1;20;50;4,745;7,01;0,0701;0,04
CSp-NV_D2-90-0005;3;A2;A;;1;50;80;4,078;6,91;0,0691;0,03
CSp-NV_D2-90-0005;4;2Bw1;B;w;2;80;110;0;0;0;0
CSp-NV_D2-90-0005;5;3Bw2;B;w;3;110;150;0;0;0;0
CSp-NV_D2-90-0006;1;Ap;A;p;1;0;20;6,746;6,82;0,0682;0,08
CSp-NV_D2-90-0006;2;A;A;;1;20;40;5,441;6,84;0,0684;0,04
CSp-NV_D2-90-0006;3;Bw1;B;w;1;40;75;2,436;6,93;0,0693;0,02
CSp-NV_D2-90-0006;4;Bw2;B;w;1;75;150;0,945;6,87;0,0687;0,02
CSp-NV_D2-90-0007;1;Ap;A;p;1;0;20;6,085;6,37;0,0637;0,08
CSp-NV_D2-90-0007;2;A1;A;;1;20;50;5,157;6,59;0,0659;0,02
CSp-NV_D2-90-0007;3;A2;A;;1;50;85;5,505;6,77;0,0677;0,02
CSp-NV_D2-90-0007;4;Ab;A;b;1;85;150;0;0;0;0
CSp-NV_D2-90-0008;1;Ap;A;p;1;0;20;6,781;6,47;0,0647;0,05
CSp-NV_D2-90-0008;2;2Bw1;B;w;2;20;35;3,683;6,6;0,066;0,02
CSp-NV_D2-90-0008;3;2Bw2;B;w;2;35;80;2,691;6,7;0,067;0,02
CSp-NV_D2-90-0008;4;2Bw3;B;w;2;80;150;1,821;6,76;0,0676;0,02
CSp-NV_D2-90-0009;1;Ap;A;p;1;0;10;1,479;6,67;0,0667;0,03
CSp-NV_D2-90-0009;2;Bw1;B;w;1;10;30;0,232;6,67;0,0667;0,03
CSp-NV_D2-90-0009;3;Bw2;B;w;1;30;50;0,168;6,64;0,0664;0,02
CSp-NV_D2-90-0009;4;Bw3;B;w;1;50;80;0;0;0;0
CSp-NV_D2-90-0009;5;Bw4;B;w;1;80;110;0;0;0;0
CSp-NV_D2-90-0009;6;Cr;C;r;1;110;150;0;0;0;0
CSp-NV_D2-90-0010;1;Ap;A;p;1;0;30;1,485;7,04;0,0704;0,05
CSp-NV_D2-90-0010;2;Ab;A;b;1;30;60;2,291;6,78;0,0678;0,1
CSp-NV_D2-90-0010;3;2A1;A;;2;60;85;0,847;7,37;0,0737;0,05
CSp-NV_D2-90-0010;4;2Bw;B;w;2;85;150;0;0;0;0
CSp-NV_D2-90-0011;1;Ap;A;p;1;0;30;2,355;6,49;0,0649;0,06
CSp-NV_D2-90-0011;2;A1;A;;1;30;65;1,23;6,89;0,0689;0,04
CSp-NV_D2-90-0011;3;A2;A;;1;65;100;0;0;0;0
CSp-NV_D2-90-0011;4;A3;A;;1;100;150;0;0;0;0
CSp-NV_D2-90-0012;1;Ap;A;p;1;0;15;1,845;6,7;0,067;0,08
CSp-NV_D2-90-0012;2;Bt;B;t;1;15;50;0,621;7,06;0,0706;0,05
CSp-NV_D2-90-0012;3;BC;B;C;1;50;95;0,365;6,67;0,0667;0,03
CSp-NV_D2-90-0012;4;Cr;C;r;1;95;130;0;0;0;0
CSp-NV_D2-90-0013;1;Ap;A;p;1;0;15;0,76;6,75;0,0675;0,04
CSp-NV_D2-90-0013;2;A;A;;1;15;35;0,806;6,81;0,0681;0,03
CSp-NV_D2-90-0013;3;C;C;;1;35;135;0;0;0;0
CSp-NV_D2-90-0014;1;Ap;A;p;1;0;25;2,024;6,85;0,0685;0,05
CSp-NV_D2-90-0014;2;Bt1;B;t;1;25;55;0,452;6,34;0,0634;0,03
CSp-NV_D2-90-0014;3;Bt2;B;t;1;55;100;0,261;6,84;0,0684;0,05
CSp-NV_D2-90-0014;4;Bt3;B;t;1;100;150;0;0;0;0
CSp-NV_D2-90-0015;1;A;A;;1;0;40;6,792;5,91;0,0591;0,03
CSp-NV_D2-90-0015;2;Bw1;B;w;1;40;60;1,172;6,49;0,0649;0,04
CSp-NV_D2-90-0015;3;Bw2;B;w;1;60;80;0;0;0;0
CSp-NV_D2-90-0015;4;Cr1;C;r;1;80;120;0;0;0;0
CSp-NV_D2-90-0015;5;Cr2;C;r;1;120;150;0;0;0;0
CSp-NV_D2-90-0016;1;Ap;A;p;1;0;35;2,349;6,56;0,0656;0,03
CSp-NV_D2-90-0016;2;Bw;B;w;1;35;60;0,568;6,28;0,0628;0,03
CSp-NV_D2-90-0016;3;Cr;C;r;1;60;150;0;0;0;0
CSp-NV_D2-90-0017;1;Ap;A;p;1;0;35;2,854;6,44;0,0644;0,08
CSp-NV_D2-90-0017;2;Bw;B;w;1;35;50;1,032;6,18;0,0618;0,04
CSp-NV_D2-90-0017;3;Cr;C;r;1;50;130;0;0;0;0
CSp-NV_D2-90-0018;1;A;A;;1;0;30;0,493;6,69;0,0669;0,04
CSp-NV_D2-90-0018;2;Bw;B;w;1;30;50;0,261;6,58;0,0658;0,03
CSp-NV_D2-90-0018;3;BC;B;C;1;50;75;0;0;0;0
CSp-NV_D2-90-0018;4;C;C;;1;75;150;0;0;0;0
CSp-NV_D2-90-0019;1;Ap;A;p;1;0;20;2,599;7,25;0,0725;0,13
CSp-NV_D2-90-0019;2;Bw1;B;w;1;20;45;1,241;7,36;0,0736;0,12
CSp-NV_D2-90-0019;3;Bw2;B;w;1;45;70;0,481;7,14;0,0714;0,05
CSp-NV_D2-90-0019;4;Bw3;B;w;1;70;110;0;0;0;0
CSp-NV_D2-90-0019;5;C;C;;1;110;150;0;0;0;0
CSp-NV_D2-90-0025;1;Ap;A;p;1;0;30;1,102;6,48;0,0648;0,05
CSp-NV_D2-90-0025;2;Bw1;B;w;1;30;50;0,516;6,6;0,066;0,04
CSp-NV_D2-90-0025;3;Bw2;B;w;1;50;90;0;0;0;0
CSp-NV_D2-90-0025;4;C;C;;1;90;150;0,365;5,98;0,0598;0,04
CSp-NV_D2-90-0026;1;Ap;A;p;1;0;20;1,45;6,53;0,0653;0,05
CSp-NV_D2-90-0026;2;Bw;B;w;1;20;35;0,58;6,51;0,0651;0,03
CSp-NV_D2-90-0026;3;Cr;C;r;1;35;150;0;0;0;0
CSp-NV_D2-90-0027;1;Ap;A;p;1;0;25;0,98;6,37;0,0637;0,05
CSp-NV_D2-90-0027;2;Bw;B;w;1;25;50;0,563;6,03;0,0603;0,03
