ID_Nac;Hor;Hmor;Mor_Pp;Mor_suf;Mor_ sec;Lim_sup;Lim_inf;CO;pH_H2O;PH;CE_dS/m
CSp-NV_D2-90-0027;3;Bt;B;t;1;50;85;0,493;6,01;0,0601;0,03
CSp-NV_D2-90-0027;4;BC;B;C;1;85;110;0;0;0;0
CSp-NV_D2-90-0027;5;Cr;C;r;1;110;150;0;0;0;0
CSp-NV_D2-90-0028;1;Ap;A;p;1;0;30;1,665;6,56;0,0656;0,05
CSp-NV_D2-90-0028;2;Bt;B;t;1;30;60;0,58;6,93;0,0693;0,04
CSp-NV_D2-90-0028;3;C1;C;;1;60;90;0;0;0;0
CSp-NV_D2-90-0028;4;C2;C;;1;90;150;0;0;0;0
CSp-NV_D2-90-0029;1;Ap;A;p;1;0;30;2,477;6,52;0,0652;0,08
CSp-NV_D2-90-0029;2;Bt;B;t;1;30;55;0,51;6,36;0,0636;0,04
CSp-NV_D2-90-0029;3;BC;B;C;1;55;80;0;0;0;0
CSp-NV_D2-90-0029;4;C1;C;;1;80;110;0;0;0;0
CSp-NV_D2-90-0029;5;C2;C;;1;110;150;0;0;0;0
CSp-NV_D2-92-0053;1;Ap;A;p;1;0;25;8,103;6,28;0,0628;0,18
CSp-NV_D2-92-0053;2;C1;C;;1;25;50;0,447;6,51;0,0651;0,04
CSp-NV_D2-92-0053;3;C2;C;;1;50;90;0;0;0;0
CSp-NV_D2-92-0053;4;C3;C;;1;90;150;0;0;0;0
CSp-NV_D2-92-0055;1;A;A;;1;0;10;0,267;6,83;0,0683;0,09
CSp-NV_D2-92-0055;2;Bw1;B;w;1;10;60;0,023;7,03;0,0703;0,06
CSp-NV_D2-92-0055;3;Bw2;B;w;1;60;90;0;0;0;0
CSp-NV_D2-92-0055;4;Cr;C;r;1;90;150;0;0;0;0
CSp-NV_D2-92-0056;1;A;A;;1;0;15;4,06;6,35;0,0635;0,24
CSp-NV_D2-92-0056;2;Bt1;B;t;1;15;45;0,818;6,52;0,0652;0,07
CSp-NV_D2-92-0056;3;Bt2;B;t;1;45;120;0;0;0;0
CSp-NV_D2-92-0056;4;Bt3;B;t;1;120;150;0,476;6,5;0,065;0,05
CSp-NV_D2-92-0057;1;Ap;A;p;1;0;20;2,477;6,16;0,0616;0,15
CSp-NV_D2-92-0057;2;Bt1;B;t;1;20;45;0,273;6,25;0,0625;0,05
CSp-NV_D2-92-0057;3;Bt2;B;t;1;45;80;0,075;6,15;0,0615;0,04
CSp-NV_D2-92-0057;4;Bt3;B;t;1;80;120;0;0;0;0
CSp-NV_D2-92-0057;5;Bt4;B;t;1;120;150;0,145;6,24;0,0624;0,04
CSp-NV_D2-92-0058;1;A;A;;1;0;10;1,595;6,62;0,0662;0,14
CSp-NV_D2-92-0058;2;Bw;B;w;1;10;55;0,603;6,67;0,0667;0,07
CSp-NV_D2-92-0058;3;C;C;;1;55;110;0;0;0;0
CSp-NV_D2-92-0058;4;Cr;C;r;1;110;170;0;0;0;0
CSp-NV_D2-94-0001;1;Ap;A;p;1;0;30;2,262;6,56;0,0656;0,07
CSp-NV_D2-94-0001;2;Bw1;B;w;1;30;80;1,398;6,5;0,065;0,04
CSp-NV_D2-94-0001;3;Bw2;B;w;1;80;130;0;0;0;0
CSp-NV_D2-94-0002;1;Ap;A;p;1;0;40;2,019;6,34;0,0634;0,04
CSp-NV_D2-94-0002;2;Bw1;B;w;1;40;80;1,021;6,79;0,0679;0,04
CSp-NV_D2-94-0002;3;Bw2;B;w;1;80;100;0;0;0;0
CSp-NV_D2-94-0002;4;Cr;C;r;1;100;150;0;0;0;0
CSp-NV_D2-94-0003;1;A;A;;1;0;15;2,889;7,29;0,0729;0,11
CSp-NV_D2-94-0003;2;Bw;B;w;1;15;45;0,104;7,08;0,0708;0,05
CSp-NV_D2-94-0003;3;C1;C;;1;45;85;0;0;0;0
CSp-NV_D2-94-0003;4;C2;C;;1;85;120;0;0;0;0
CSp-NV_D2-94-0004;1;Ap;A;p;1;0;50;5,725;6,5;0,065;0,06
CSp-NV_D2-94-0004;2;Bw;B;w;1;50;75;0,087;6,47;0,0647;0,02
CSp-NV_D2-94-0004;3;Cr;C;r;1;75;120;0;0;0;0
CSp-NV_D2-94-0005;1;A;A;;1;0;30;2,593;6,49;0,0649;0,09
CSp-NV_D2-94-0005;2;Bw1;B;w;1;30;45;1,032;6,74;0,0674;0,03
CSp-NV_D2-94-0005;3;Bw2;B;w;1;45;100;1,206;6,73;0,0673;0,03
CSp-NV_D2-94-0005;4;Bw3;B;w;1;100;150;0;0;0;0
CSp-NV_D2-94-0006;1;Ap;A;p;1;0;40;1,937;6,66;0,0666;0,06
CSp-NV_D2-94-0006;2;A;A;;1;40;70;1,63;6,97;0,0697;0,03
CSp-NV_D2-94-0006;3;2Bw;B;w;2;70;100;0;0;0;0
CSp-NV_D2-94-0006;4;2C;C;;2;100;140;0;0;0;0
CSp-NV_D2-94-0007;1;Ap;A;p;1;0;30;1,404;7,02;0,0702;0,05
CSp-NV_D2-94-0007;2;Bw;B;w;1;30;65;0,563;7,07;0,0707;0,03
CSp-NV_D2-94-0007;3;BC;B;C;1;65;100;0;0;0;0
CSp-NV_D2-94-0007;4;Cr;C;r;1;100;150;0;0;0;0
CSp-NV_D2-94-0008;1;Ap;A;p;1;0;30;1,937;6,78;0,0678;0,04
CSp-NV_D2-94-0008;2;A;A;;1;30;70;1,526;6,89;0,0689;0,04
CSp-NV_D2-94-0008;3;Bw1;B;w;1;70;100;0;0;0;0
CSp-NV_D2-94-0008;4;Bw2;B;w;1;100;150;0;0;0;0
CSp-NV_D2-94-0009;1;Ap;A;p;1;0;30;2,622;6,9;0,069;0,05
CSp-NV_D2-94-0009;2;Bw1;B;w;1;30;55;1,073;6,88;0,0688;0,04
CSp-NV_D2-94-0009;3;Bw2;B;w;1;55;80;0;0;0;0
CSp-NV_D2-94-0009;4;C;C;;1;80;130;0;0;0;0
CSp-NV_D2-94-0010;1;Ap;A;p;1;0;25;1,816;6,62;0,0662;0,06
CSp-NV_D2-94-0010;2;Bw;B;w;1;25;50;0,725;6,66;0,0666;0,02
CSp-NV_D2-94-0010;3;Bw2;B;w;1;50;80;0;0;0;0
CSp-NV_D2-94-0010;4;Bw3;B;w;1;80;150;0;0;0;0
CSp-NV_D2-94-0011;1;Ap;A;p;1;0;30;2,378;6,64;0,0664;0,21
CSp-NV_D2-94-0011;2;Bw1;B;w;1;30;80;1,294;6,7;0,067;0,05
CSp-NV_D2-94-0011;3;Bw2;B;w;1;80;150;0;0;0;0
CSp-NV_D2-94-0012;1;Ap;A;p;1;0;20;1,653;6,86;0,0686;0,05
CSp-NV_D2-94-0012;2;Bw;B;w;1;20;35;0,325;6,81;0,0681;0,03
CSp-NV_D2-94-0012;3;BC1;B;C;1;35;80;0;0;0;0
CSp-NV_D2-94-0012;4;BC2;B;C;1;80;120;0;0;0;0
CSp-NV_D2-94-0012;5;C;C;;1;120;150;0;0;0;0
CSp-NV_D2-94-0013;1;Ap;A;p;1;0;45;1,189;6,77;0,0677;0,07
CSp-NV_D2-94-0013;2;Bw;B;w;1;45;90;0,644;7,05;0,0705;0,04
CSp-NV_D2-94-0013;3;C;C;;1;90;120;0;0;0;0
CSp-NV_D2-94-0014;1;Ap;A;p;1;0;30;1,212;6,82;0,0682;0,06
CSp-NV_D2-94-0014;2;Bw;B;w;1;30;60;0,435;6,84;0,0684;0,03
CSp-NV_D2-94-0014;3;C;C;;1;60;150;0;0;0;0
CSp-NV_D2-94-0015;1;A;A;;1;0;70;3,399;6,8;0,068;0,05
CSp-NV_D2-94-0015;2;Bw;B;w;1;70;105;2,459;6,95;0,0695;0,03
CSp-NV_D2-94-0015;3;2C;C;;2;105;140;0;0;0;0
CSp-NV_D2-97-0001;1;Ap;A;p;1;0;25;1,798;6,36;0,0636;0,03
CSp-NV_D2-97-0001;2;A;A;;1;25;75;1,247;6,33;0,0633;0,03
CSp-NV_D2-97-0001;3;Bw;B;w;1;75;100;0,568;6,32;0,0632;0,03
CSp-NV_D2-97-0001;4;C;C;;1;100;150;0;0;0;0
CSp-NV_D2-97-0002;1;Ap;A;p;1;0;25;2,053;6,47;0,0647;0,04
CSp-NV_D2-97-0002;2;Bw;B;w;1;25;75;0,911;5,79;0,0579;0,02
CSp-NV_D2-97-0002;3;Cr;C;r;1;75;125;0;0;0;0
CSp-NV_D2-97-0003;1;Ap;A;p;1;0;25;1,253;6,69;0,0669;0,05
CSp-NV_D2-97-0003;2;Bw;B;w;1;25;60;0,713;6,61;0,0661;0,04
CSp-NV_D2-97-0003;3;Cr;C;r;1;60;100;0;0;0;0
CSp-NV_D2-97-0004;1;Ap;A;p;1;0;28;2,227;6,63;0,0663;0,01
CSp-NV_D2-97-0004;2;A;A;;1;28;50;2,326;6,53;0,0653;0,04
CSp-NV_D2-97-0004;3;2AB;A;b;2;50;65;1,601;6,83;0,0683;0,03
CSp-NV_D2-97-0004;4;2Bw;B;w;2;65;100;0;0;0;0
CSp-NV_D2-97-0004;5;BC;B;C;1;100;140;0;0;0;0
CSp-NV_D2-97-0005;1;Ap;A;p;1;0;18;3,463;6,26;0,0626;0,02
CSp-NV_D2-97-0005;2;2Bw;B;w;2;18;35;0,412;6,68;0,0668;0,01
CSp-NV_D2-97-0005;3;2C;C;;2;35;125;0;0;0;0
CSp-NV_D2-97-0005;4;2R;R;;2;125;0;0;0;0;0
CSp-NV_D2-97-0006;1;Ap;A;p;1;0;30;0,754;6,81;0,0681;0,04
CSp-NV_D2-97-0006;2;A1;A;;1;30;60;1,009;6,94;0,0694;0,02
CSp-NV_D2-97-0006;3;A2;A;;1;60;90;0;0;0;0
CSp-NV_D2-97-0006;4;Ab;A;b;1;90;130;0;0;0;0
CSp-NV_D2-97-0006;5;2C;C;;2;130;135;0;0;0;0
CSp-NV_D2-97-0007;1;Ap;A;p;1;0;20;1,607;6,64;0,0664;0,05
CSp-NV_D2-97-0007;2;A;A;;1;20;45;0,87;6,7;0,067;0,04
CSp-NV_D2-97-0007;3;2C;C;;2;45;110;0;0;0;0
CSp-NV_D2-97-0008;1;Ap;A;p;1;0;30;2,001;6,36;0,0636;0,03
CSp-NV_D2-97-0008;2;Bw;B;w;1;30;65;0,51;6,69;0,0669;0,04
CSp-NV_D2-97-0008;3;BC;B;C;1;65;105;0;0;0;0
CSp-NV_D2-97-0008;4;C;C;;1;105;130;0;0;0;0
CSp-NV_D2-97-0009;1;Ap;A;p;1;0;55;5,673;6,51;0,0651;0,03
CSp-NV_D2-97-0009;2;A;A;;1;55;80;0;0;0;0
CSp-NV_D2-97-0009;3;2C;C;;2;80;145;0;0;0;0
CSp-NV_D2-97-0010;1;Ap;A;p;1;0;40;3,614;6,62;0,0662;0,05
CSp-NV_D2-97-0010;2;2Cr;C;r;2;40;100;0;0;0;0
CSp-NV_D2-97-0011;1;Ap;A;p;1;0;40;3,944;6,16;0,0616;0,03
CSp-NV_D2-97-0011;2;2Bw1;B;w;2;40;95;0,713;6,39;0,0639;0,03
CSp-NV_D2-97-0011;3;2Bw2;B;w;2;95;140;0;0;0;0
CSp-NV_D2-97-0012;1;Ap;A;p;1;0;20;2,57;6,41;0,0641;0,05
CSp-NV_D2-97-0012;2;2Bw1;B;w;2;20;35;0,58;6,64;0,0664;0,03
CSp-NV_D2-97-0012;3;2Bw2;B;w;2;35;110;0,157;6,41;0,0641;0,05
CSp-NV_D2-97-0012;4;3C;C;;3;110;160;0;0;0;0
CSp-NV_D2-97-0013;1;Ap;A;p;1;0;25;2,651;6,7;0,067;0,04
CSp-NV_D2-97-0013;2;AB;A;b;1;25;48;0,777;6,7;0,067;0,03
CSp-NV_D2-97-0013;3;Bw;B;w;1;48;85;0,267;6,44;0,0644;0,03
CSp-NV_D2-97-0013;4;BC;B;C;1;85;120;0;0;0;0
CSp-NV_D2-97-0013;5;C;C;;1;120;160;0;0;0;0
CSp-NV_D2-97-0015;1;Ap;A;p;1;0;35;3,26;6,37;0,0637;0,03
CSp-NV_D2-97-0015;2;Bw1;B;w;1;35;52;0,789;6,41;0,0641;0,01
CSp-NV_D2-97-0015;3;2Bw2;B;w;2;52;70;0,447;6,36;0,0636;0,01
CSp-NV_D2-97-0015;4;3Ab1;A;b;3;70;85;0;0;0;0
CSp-NV_D2-97-0015;5;3C;C;;3;85;95;0;0;0;0
CSp-NV_D2-97-0015;6;4Ab2;A;b;4;95;150;0;0;0;0
CSp-NV_D2-97-0017;1;Ap;A;p;1;0;30;2,309;6,53;0,0653;0,02
CSp-NV_D2-97-0017;2;A;A;;1;30;60;0,603;6,83;0,0683;0,01
CSp-NV_D2-97-0017;3;Bw;B;w;1;60;90;0,951;7,02;0,0702;0,04
CSp-NV_D2-97-0017;4;2Ab;A;b;2;90;140;0;0;0;0
CSp-NV_D2-97-0018;1;Ap;A;p;1;0;35;3,683;6,74;0,0674;0,07
CSp-NV_D2-97-0018;2;A;A;;1;35;70;2,39;6,43;0,0643;0,04
CSp-NV_D2-97-0018;3;2Bw1;B;w;2;70;95;0;0;0;0
CSp-NV_D2-97-0018;4;2Bw2;B;w;2;95;140;0;0;0;0
CSp-NV_D2-97-0019;1;Ap;A;p;1;0;30;3,741;6,69;0,0669;0,05
CSp-NV_D2-97-0019;2;A;A;;1;30;75;2,245;6,55;0,0655;0,04
CSp-NV_D2-97-0019;3;Bw1;B;w;1;75;100;0;0;0;0
CSp-NV_D2-97-0019;4;Bw2;B;w;1;100;140;0;0;0;0
CSp-NV_D2-97-0020;1;Ap;A;p;1;0;25;3,95;6,33;0,0633;0,08
CSp-NV_D2-97-0020;2;Bw1;B;w;1;25;60;0,754;6,33;0,0633;0,03
CSp-NV_D2-97-0020;3;2Bw2;B;w;2;60;105;0,458;6,41;0,0641;0,02
CSp-NV_D2-97-0020;4;3Ab;A;b;3;105;115;0;0;0;0
CSp-NV_D2-97-0020;5;3Bw3;B;w;3;115;140;0;0;0;0
CSp-NV_D2-97-0021;1;Ap;A;p;1;0;35;1,421;6,93;0,0693;0,06
CSp-NV_D2-97-0021;2;A;A;;1;35;60;1,717;6,82;0,0682;0,05
CSp-NV_D2-97-0021;3;2Bw1;B;w;2;60;100;0,476;6,78;0,0678;0,04
CSp-NV_D2-97-0021;4;2Bw2;B;w;2;100;130;0;0;0;0
CSp-NV_D2-97-0022;1;Ap;A;p;1;0;25;2,836;6,6;0,066;0,05
CSp-NV_D2-97-0022;2;Bw;B;w;1;25;60;1,183;6,29;0,0629;0,03
CSp-NV_D2-97-0022;3;C;C;;1;60;110;0;0;0;0
CSp-NV_D2-97-0036;1;Oi;O;i;1;0;5;0;0;0;0
CSp-NV_D2-97-0036;2;A;A;;1;5;30;1,723;6,68;0,0668;0,04
CSp-NV_D2-97-0036;3;C1;C;;1;30;80;0;0;0;0
CSp-NV_D2-97-0036;4;C2;C;;1;80;120;0;0;0;0
CSp-NV_D2-97-0037;1;Ap;A;p;1;0;30;2,744;6,14;0,0614;0,04
CSp-NV_D2-97-0037;2;A;A;;1;30;50;2,407;6,18;0,0618;0,04
CSp-NV_D2-97-0037;3;2Bw;B;w;2;50;130;0;0;0;0
CSp-NV_D3-87-0059;1;Ap;A;p;1;0;35;1,781;6,37;0,0637;0,09
CSp-NV_D3-87-0059;2;A;A;;1;35;55;0,615;6,63;0,0663;0,06
CSp-NV_D3-87-0059;3;Bw;B;w;1;55;125;0;0;0;0
CSp-NV_D3-87-0059;4;C;C;;1;125;175;0;0;0;0
CSp-NV_D3-87-0060;1;A;A;;1;0;20;6,16;6,78;0,0678;0,29
CSp-NV_D3-87-0060;2;Bw;B;w;1;20;170;0,702;6,68;0,0668;0,15
CSp-NV_D3-88-0060;1;A;A;;1;0;10;2,935;5,29;0,0529;0,07
CSp-NV_D3-88-0060;2;Bw;B;w;1;10;35;1,613;5,5;0,055;0,05
CSp-NV_D3-88-0060;3;BC;B;C;1;35;65;0,452;5,85;0,0585;0,03
CSp-NV_D3-88-0060;4;Cr;C;r;1;65;140;0;0;0;0
CSp-NV_D3-88-0068;1;Ap;A;p;1;0;10;5,18;7,12;0,0712;0,25
CSp-NV_D3-88-0068;2;Bw1;B;w;1;10;65;1,073;6,78;0,0678;0,07
CSp-NV_D3-88-0068;3;Bw2;B;w;1;65;110;0;0;0;0
CSp-NV_D3-88-0068;4;C;C;;1;110;130;0;0;0;0
CSp-NV_D3-88-0069;1;Ap;A;p;1;0;12;2,981;7,09;0,0709;0,13
CSp-NV_D3-88-0069;2;Bg;B;g;1;12;28;1,317;6,9;0,069;0,09
CSp-NV_D3-88-0069;3;2Cg1;C;g;2;28;70;0;0;0;0
CSp-NV_D3-89-0052;1;Ap;A;p;1;0;15;9,664;6;0,06;0,14
CSp-NV_D3-89-0052;2;A;A;;1;15;40;3,625;6,1;0,061;0,03
CSp-NV_D3-89-0052;3;C;C;;1;40;90;0;0;0;0
CSp-NV_D3-89-0053;1;Ap;A;p;1;0;25;1,868;6,79;0,0679;0,11
CSp-NV_D3-89-0053;2;A;A;;1;25;70;0,36;6,65;0,0665;0,04
CSp-NV_D3-89-0053;3;Bw;B;w;1;70;115;0;0;0;0
CSp-NV_D3-89-0053;4;C;C;;1;115;135;0;0;0;0
CSp-NV_D3-89-0066;1;A;A;;1;0;15;6,52;6,85;0,0685;0,41
CSp-NV_D3-89-0066;2;Bw1;B;w;1;15;35;1,114;6,86;0,0686;0,08
CSp-NV_D3-89-0066;3;Bw2;B;w;1;35;65;0,98;6,69;0,0669;0,07
CSp-NV_D3-89-0066;4;C;C;;1;65;75;0;0;0;0
CSp-NV_D3-89-0067;1;Ap;A;p;1;0;25;2,262;6,37;0,0637;0,09
CSp-NV_D3-89-0067;2;Bw;B;w;1;25;65;0,632;6,47;0,0647;0,05
CSp-NV_D3-89-0067;3;Bt;B;t;1;65;100;0,348;6,48;0,0648;0,07
CSp-NV_D3-89-0067;4;C;C;;1;100;150;0;0;0;0
CSp-NV_D3-90-0060;1;Ap;A;p;1;0;30;1,328;6,34;0,0634;0,1
CSp-NV_D3-90-0060;2;Bt;B;t;1;30;46;0,638;6,36;0,0636;0,06
CSp-NV_D3-90-0060;3;C;C;;1;46;120;0,568;6,03;0,0603;0,05
CSp-NV_D3-90-0060;4;Cr;C;r;1;120;150;0;0;0;0
CSp-NV_D3-90-0068;1;Ap;A;p;1;0;10;3,823;6,82;0,0682;0,2
CSp-NV_D3-90-0068;2;Bt1;B;t;1;10;30;0,853;7;0,07;0,09
CSp-NV_D3-90-0068;3;Bt2;B;t;1;30;60;0,499;6,78;0,0678;0,08
CSp-NV_D3-90-0068;4;Bt3;B;t;1;60;100;0;0;0;0
CSp-NV_D3-90-0068;5;Bt4;B;t;1;100;130;0,307;5,96;0,0596;0,05
CSp-NV_D3-90-0068;6;C;C;;1;130;150;0;0;0;0
CSp-NV_D3-90-0069;1;Ap;A;p;1;0;10;3,445;7,05;0,0705;0,27
CSp-NV_D3-90-0069;2;A;A;;1;10;30;0,766;6,51;0,0651;0,07
CSp-NV_D3-90-0069;3;Bw1;B;w;1;30;50;0,441;6,08;0,0608;0,06
CSp-NV_D3-90-0069;4;Bw2;B;w;1;50;80;0;0;0;0
CSp-NV_D3-90-0070;1;A;A;;1;0;25;1,63;5,78;0,0578;0,09
CSp-NV_D3-90-0070;2;Bw;B;w;1;25;40;0,441;6,08;0,0608;0,04
CSp-NV_D3-90-0070;3;Cr;C;r;1;40;150;0;0;0;0
CSp-NV_D3-94-0050;1;Ap;A;p;1;0;45;4,948;6,43;0,0643;0,05
CSp-NV_D3-94-0050;2;Bw1;B;w;1;45;95;0,731;6,18;0,0618;0,03
CSp-NV_D3-94-0050;3;Bw2;B;w;1;95;130;0;0;0;0
CSp-NV_D3-94-0050;4;C;C;;1;130;150;0;0;0;0
CSp-NV_D3-94-0051;1;Ap;A;p;1;0;45;3,962;6,34;0,0634;0,08
CSp-NV_D3-94-0051;2;Bw1;B;w;1;45;100;0,951;6,03;0,0603;0,03
CSp-NV_D3-94-0051;3;Bw2;B;w;1;100;150;0;0;0;0
CSp-NV_D3-94-0052;1;Ap;A;p;1;0;10;5,07;6,32;0,0632;0,1
CSp-NV_D3-94-0052;2;Bw;B;w;1;10;50;1,027;6,34;0,0634;0,04
CSp-NV_D3-94-0052;3;BC;B;C;1;50;80;0;0;0;0
CSp-NV_D3-94-0052;4;Cr;C;r;1;80;150;0;0;0;0
CSp-NV_D3-94-0053;1;A;A;;1;0;15;4,223;5,85;0,0585;0,16
CSp-NV_D3-94-0053;2;Bw1;B;w;1;15;50;2,094;6,09;0,0609;0,05
CSp-NV_D3-94-0053;3;Bw2;B;w;1;50;100;0;0;0;0
CSp-NV_D3-94-0053;4;Cr;C;r;1;100;150;0;0;0;0
CSp-NV_D3-94-0058;1;Ap;A;p;1;0;20;1,549;6,83;0,0683;0,09
CSp-NV_D3-94-0058;2;Bw1;B;w;1;20;50;0,592;6,48;0,0648;0,07
CSp-NV_D3-94-0058;3;2Bw2;B;w;2;50;100;0;0;0;0
CSp-NV_D3-94-0058;4;2Bw3;B;w;2;100;150;0;0;0;0
CSp-NV_D3-94-0062;1;Ap;A;p;1;0;15;4,118;6,88;0,0688;0,21
CSp-NV_D3-94-0062;2;Bw1;B;w;1;15;45;1,363;6,86;0,0686;0,09
CSp-NV_D3-94-0062;3;Bw2;B;w;1;45;95;0;0;0;0
CSp-NV_D3-94-0062;4;Bw3;B;w;1;95;140;0;0;0;0
CSp-NV_D3-97-0066;1;Ap;A;p;1;0;10;1,253;6,39;0,0639;0,08
CSp-NV_D3-97-0066;2;C1;C;;1;10;25;0;0;0;0
CSp-NV_D3-97-0066;3;C2;C;;1;25;60;0;0;0;0
CSp-NV_D3-97-0073;1;Ap;A;p;1;0;18;2,355;6,71;0,0671;0,2
CSp-NV_D3-97-0073;2;Bw1;B;w;1;18;55;0,771;6,87;0,0687;0,09
CSp-NV_D3-97-0073;3;Bw2;B;w;1;55;95;0,493;6,65;0,0665;0,11
CSp-NV_D3-97-0073;4;C;C;;1;95;150;0;0;0;0
CSp-NV_D3-97-0084;1;Ap;A;p;1;0;30;3,219;7,78;0,0778;0,23
CSp-NV_D3-97-0084;2;2Bw;B;w;2;30;65;0,493;7,29;0,0729;0,09
CSp-NV_D3-97-0084;3;2C;C;;2;65;140;0;0;0;0
CSp-NV_D3-97-0085;1;Ap;A;p;1;0;8;2,836;6,7;0,067;0,19
CSp-NV_D3-97-0085;2;Bw1;B;w;1;8;47;0,4;6,26;0,0626;0,05
CSp-NV_D3-97-0085;3;Bw2;B;w;1;47;82;0,261;6,48;0,0648;0,05
CSp-NV_D3-97-0085;4;2Bw3;B;w;2;82;108;0;0;0;0
CSp-NV_D3-97-0085;5;3Ab;A;b;3;108;150;0;0;0;0
CSp-NV_D4-87-0012;1;A1;A;;1;0;20;10,122;6,7;0,067;0,1
CSp-NV_D4-87-0012;2;A2;A;;1;20;50;4,234;6,62;0,0662;0,04
CSp-NV_D4-87-0012;3;AB;A;b;1;50;70;0;0;0;0
CSp-NV_D4-87-0012;4;Bw1;B;w;1;70;115;0;0;0;0
CSp-NV_D4-87-0012;5;Bw2;B;w;1;115;160;0;0;0;0
CSp-NV_D4-87-0013;1;Oa;O;a;1;0;15;0;0;0;0
CSp-NV_D4-87-0013;2;A;A;;1;15;40;5,957;6,41;0,0641;0,06
CSp-NV_D4-87-0013;3;Bw1;B;w;1;40;100;3,306;6,52;0,0652;0,02
CSp-NV_D4-87-0013;4;Bw2;B;w;1;100;140;0;0;0;0
CSp-NV_D4-87-0014;1;A1;A;;1;0;10;2,477;6,53;0,0653;0,06
CSp-NV_D4-87-0014;2;A2;A;;1;10;40;6,392;6,99;0,0699;0,12
CSp-NV_D4-87-0014;3;C1;C;;1;40;80;0;0;0;0
CSp-NV_D4-87-0014;4;C2;C;;1;80;120;0;0;0;0
CSp-NV_D4-87-0015;1;Ap;A;p;1;0;10;3,579;6,64;0,0664;0,08
CSp-NV_D4-87-0015;2;A;A;;1;10;35;2,633;6,58;0,0658;0,04
CSp-NV_D4-87-0015;3;Bw1;B;w;1;35;80;0,104;6,78;0,0678;0,03
CSp-NV_D4-87-0015;4;Bw2;B;w;1;80;140;0;0;0;0
CSp-NV_D4-87-0016;1;Ap;A;p;1;0;15;4,31;7,33;0,0733;0,13
CSp-NV_D4-87-0016;2;A;A;;1;15;40;1,433;6,98;0,0698;0,08
CSp-NV_D4-87-0016;3;Bw1;B;w;1;40;70;0;0;0;0
CSp-NV_D4-87-0016;4;Bw2;B;w;1;70;100;0;0;0;0
CSp-NV_D4-87-0016;5;Bw3;B;w;1;100;140;0;0;0;0
CSp-NV_D4-87-0027;1;Ap;A;p;1;0;10;3,068;6,32;0,0632;0,03
CSp-NV_D4-87-0027;2;A;A;;1;10;30;1,897;6,27;0,0627;0,02
CSp-NV_D4-87-0027;3;Bw;B;w;1;30;85;0,684;6,17;0,0617;0,03
CSp-NV_D4-87-0027;4;C;C;;1;85;150;0;0;0;0
CSp-NV_D4-87-0028;1;Ap;A;p;1;0;10;4,553;6,32;0,0632;0,05
CSp-NV_D4-87-0028;2;A;A;;1;10;65;1,659;6,64;0,0664;0,03
CSp-NV_D4-87-0028;3;C;C;;1;65;140;0;0;0;0
CSp-NV_D4-87-0029;1;Ap;A;p;1;0;20;1,665;6,4;0,064;0,04
CSp-NV_D4-87-0029;2;A;A;;1;20;100;1,514;6,4;0,064;0,04
CSp-NV_D4-87-0029;3;Cr;C;r;1;100;150;0;0;0;0
CSp-NV_D4-88-0017;1;Ap;A;p;1;0;40;3,248;6,91;0,0691;0,06
CSp-NV_D4-88-0017;2;A;A;;1;40;100;2,651;6,77;0,0677;0,06
CSp-NV_D4-88-0017;3;Bw;B;w;1;100;145;0;0;0;0
CSp-NV_D4-88-0018;1;Ap;A;p;1;0;20;3,614;6,97;0,0697;0,07
CSp-NV_D4-88-0018;2;2Bw1;B;w;2;20;80;2,755;7,01;0,0701;0,04
CSp-NV_D4-88-0018;3;2Bw2;B;w;2;80;115;1,34;6,95;0,0695;0,03
CSp-NV_D4-88-0018;4;2Bw3;B;w;2;115;150;0;0;0;0
CSp-NV_D4-88-0019;1;Ap;A;p;1;0;30;8,701;6,18;0,0618;0,06
CSp-NV_D4-88-0019;2;2C;C;;2;30;65;0,186;6,56;0,0656;0,04
CSp-NV_D4-88-0019;3;3C;C;;3;65;100;0;0;0;0
CSp-NV_D4-88-0019;4;4C;C;;4;100;130;0;0;0;0
CSp-NV_D4-88-0019;5;5C;C;;5;130;150;0;0;0;0
CSp-NV_D4-88-0020;1;A;A;;1;0;30;9,884;6,24;0,0624;0,04
CSp-NV_D4-88-0020;2;Cr;C;r;1;30;165;0;0;0;0
CSp-NV_D4-88-0021;1;Ap;A;p;1;0;50;10,244;6,4;0,064;0,1
CSp-NV_D4-88-0021;2;C1;C;;1;50;65;0;0;0;0
CSp-NV_D4-88-0021;3;C2;C;;1;65;110;0;0;0;0
CSp-NV_D4-88-0033;1;Ap;A;p;1;0;20;2,082;6,58;0,0658;0,05
CSp-NV_D4-88-0033;2;Bt1;B;t;1;20;40;0,609;6,83;0,0683;0,04
CSp-NV_D4-88-0033;3;Bt2;B;t;1;40;75;0,365;6,71;0,0671;0,03
CSp-NV_D4-88-0033;4;C;C;;1;75;120;0;0;0;0
CSp-NV_D4-88-0034;1;Ap;A;p;1;0;35;7,169;6,59;0,0659;0,03
CSp-NV_D4-88-0034;2;A;A;;1;35;50;3,37;6,53;0,0653;0,05
CSp-NV_D4-88-0034;3;2Bw;B;w;2;50;95;1,932;6,24;0,0624;0,02
CSp-NV_D4-88-0034;4;2BC;B;C;2;95;140;0;0;0;0
CSp-NV_D4-88-0035;1;A;A;;1;0;15;3,997;6,37;0,0637;0,02
